ID,SKU,Category,Group,Type,Name,"Short description",Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Categories,Images,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty","Meta: days_out"
6422,S-ATF-AFCON,sup,atf,variable,"Antifreeze - Concentrate",,"SERVICE PRO Premium Antifreeze &amp; Coolant protects all common cooling system metals including solder, copper, brass, steel, cast iron and aluminum. This low-silicate formula provides excellent heat rejecting aluminum protection for all passenger car and light duty truck cooling systems.
\n
\nSERVICE PRO Premium Antifreeze &amp; Coolant also provides outstanding protection for heavy duty applications when combined with supplemental coolant additives (SCA).
\n
\nWhen used as directed, SERVICE PRO Premium Antifreeze &amp; Coolant meets or exceeds the performance requirements of the following specifications:
\n<table border=""0"">
\n<tbody>
\n<tr>
\n<td>• ASTM D-3306</td>
\n<td>•Ford New Holland 9-86</td>
\n<td>•Caterpiller</td>
\n</tr>
\n<tr>
\n<td>• ASTM D-4985</td>
\n<td>•Detroit Diesel 7SE298</td>
\n<td>•John Deere 8650-5</td>
\n</tr>
\n<tr>
\n<td>• SAE J 1941</td>
\n<td>•Case Corp MS1710</td>
\n<td>•Thermo-King</td>
\n</tr>
\n<tr>
\n<td>• GM 1899M</td>
\n<td>•GM 1825M</td>
\n<td>•Navistar</td>
\n</tr>
\n<tr>
\n<td>• Cummins 90T8-4</td>
\n<td>•GSA CID A-A-52624</td>
\n<td>•Freightliner 48-22880</td>
\n</tr>
\n<tr>
\n<td>• TMC RP 302B</td>
\n<td>•Chrysler MS 7170</td>
\n<td>•Volvo GM</td>
\n</tr>
\n<tr>
\n<td>• Mack Truck</td>
\n<td>•EMD M.I. 1748E</td>
\n<td>•Waukesha 4-1974D</td>
\n</tr>
\n</tbody>
\n</table>",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/03/anti-freeze-service-pro-uaf-green-concentrate.jpg,,,,,,,,,
5382,S-ATF-AF50,sup,atf,variable,"Antifreeze - Prediluted 50/50","Great stuff!","Ready to Use. No mixing necessary.",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/12/anti-freeze-service-pro-5050-prediluted.jpg,,,,,,,,,
6492,S-CHM-CINH,sup,chm,variable,"Corrosion Inhibitor","Used to extend the life of downhole equipment.","Corrosion inhibitors are used to protect metal surfaces from the damaging effects of corrosion. They work by forming a protective barrier on the metal, preventing contact with corrosive substances. These inhibitors extend the lifespan of equipment, pipelines, and other metal structures, ensuring safety and efficiency in harsh environments",,,0,,,,,,Rig_Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/04/chemical-generic-drum-and-bucket.jpg,,,,,,,,,
6494,S-CHM-EBRK,sup,chm,variable,"Emulsion Breaker","Used to help separate water and oil.","Emulsion breakers are specialized chemicals used to separate water from oil in emulsified fluids. They work by disrupting the stabilizing film around water droplets, allowing the water to coalesce and separate from the oil.",,,0,,,,,,Rig_Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/04/chemical-generic-drum-and-bucket.jpg,,,,,,,,,
6640,S-CHM-SCI,sup,chm,variable,"Scale and Corrosion Inhibitor","Scale/Corrosion Combo.","Works for reduce scale and corrosion.",,,0,,,,,,Rig_Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/04/chemical-generic-drum-and-bucket.jpg,,,,,,,,,
347,S-CHM-AS,sup,chm,variable,"Acid Sticks","Affordable acid sticks.","These acid sticks are highly active with excellent foaming capabilities. They exhibit excellent solids wetting iron sulfide creation and scale removal. Very affective at restoring gas to normal flow and disposal wells to normal operation.
\n<ul>
\n 	<li>Remove and discard tube before use.</li>
\n 	<li>Drop 1 to 20 sticks in well.</li>
\n 	<li>Sticks are 1 1/4"" by 15"".</li>
\n</ul>",4,,0,10,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/10/acid-stick.png,,,,,,,,,
3533,S-CHM-BR,sup,chm,simple,"Barium Remover","Operators swear by this product to loosen and remove barium.","SI - 56D Barium Remover",1,,0,35,,,,250,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/05/Barium-Remover.png,Enduro-Tech,148.35,sales@eesokc.com,,,0,6A3,1,
346,S-CHM-SS,sup,chm,variable,"Soap Sticks","Affordable soap sticks.","These soap sticks work to foam both fresh and brine water. In high brine environments they light stable foam. This allows the foam to be removed under low pressure conditions.
\n<ul>
\n 	<li>Remove and discard tube before use.</li>
\n 	<li>Experimentation is suggested.</li>
\n 	<li>Sticks are 1 1/4"" by 15"".</li>
\n</ul>",,,0,10,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/10/soap-stick-1.png,,,,,,,,,
2503,S-CHM-TRBI,sup,chm,simple,"Time Release Barium Inhibitor",,"<ul>
\n 	<li>Most economical solution for lower volume wells</li>
\n 	<li>Great for added protection for high volume wells</li>
\n 	<li>Comes in powder form</li>
\n 	<li>30 lbs in a 5 gallon pail.</li>
\n 	<li>High concentrate barium treatment.</li>
\n 	<li>Simply mix with well water and treat down the backside of a well.</li>
\n 	<li>Treatment is released over time to provide barium protection.</li>
\n 	<li>Can be used once every: week, month, 3 months, or 6 months.</li>
\n 	<li>NO CHEMICAL PUMP NEEDED</li>
\n</ul>",0,,0,35,,,,250,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/03/time-release-barium-inhibitor.jpg,Enduro-Tech,232.5,sales@eesokc.com,,,0,6A3,0,
2499,S-CHM-TRCI,sup,chm,simple,"Time Release Corrosion Inhibitor",,"<ul>
\n 	<li>Most economical solution for lower volume wells</li>
\n 	<li>Great for added protection for high volume wells</li>
\n 	<li>30 lbs in a 5 gallon pail.</li>
\n 	<li>High concentrate corrosion treatment.</li>
\n 	<li>Simply treat down the backside of a well.  Treatment is released over time to provide corrosion protection.</li>
\n 	<li>Can be used once every: week, month, 3 months, or 6 months.</li>
\n 	<li>NO CHEMICAL PUMP NEEDED</li>
\n</ul>",1,,0,35,,,,250,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/03/time-release-corrosion-inhibitor.jpg,Enduro-Tech,232.5,sales@eesokc.com,,,0,6A3,1,
333,S-CHM-TRET,sup,chm,simple,"Time Release Emulsion Treatment",,"5 lbs of time release high concentrate emulsion treatment.  Simply treat down the backside of a well.  Treatment is released over time to break oil field water emulsions.  Can be used once a month or once a week.  NO CHEMICAL PUMP NEEDED.",4,,0,35,,,,250,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/03/time-emulsion-treatment.jpg,Enduro-Tech,232.5,sales@eesokc.com,,,0,6A3,1,
2501,S-CHM-TRSI,sup,chm,simple,"Time Release Scale Inhibitor",,"<ul>
\n 	<li>Most economical solution for lower volume wells</li>
\n 	<li>Great for added protection for high volume wells</li>
\n 	<li>30 lbs in a 5 gallon pail.</li>
\n 	<li>High concentrate scale treatment.</li>
\n 	<li>Simply treat down the backside of a well.  Treatment is released over time to provide scale protection.</li>
\n 	<li>Can be used once every: week, month, 3 months, or 6 months.</li>
\n 	<li>NO CHEMICAL PUMP NEEDED</li>
\n</ul>",1,,0,35,,,,250,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/03/time-release-scale-inhibitor.jpg,Enduro-Tech,232.5,sales@eesokc.com,,,0,6A3,1,
2505,S-CHM-TRSCC,sup,chm,simple,"Time Release Scale/Corrosion Combo",,"<ul>
\n 	<li>Most economical solution for lower volume wells</li>
\n 	<li>Great for added protection for high volume wells</li>
\n 	<li>Comes in powder form</li>
\n 	<li>30 lbs in a 5 gallon pail.</li>
\n 	<li>High concentrate scale and corrosion treatment.</li>
\n 	<li>Simply mix with well water and treat down the backside of a well.</li>
\n 	<li>Treatment is released over time to provide scale and corrosion protection.</li>
\n 	<li>Can be used once every: week, month, 3 months, or 6 months.</li>
\n 	<li>NO CHEMICAL PUMP NEEDED</li>
\n</ul>",0,,0,35,,,,250,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/03/time-release-scale-corrosion-combo.jpg,Enduro-Tech,232.5,sales@eesokc.com,,,0,6A3,1,
383,S-CLN-JHC,sup,cln,variable,"Joe’s Hand Cleaner","No water needed.","Joe's all purpose waterless hand cleaner.",25,,0,5.25,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/03/joes-hand-cleaner.jpg,,,,,,,,,
4640,S-CMP-B12,sup,cmp,variable,"Berryman Chemtool B-12","Great for cleaning oily parts.","Quickly dissolves gum, varnish, fuel residues, and other deposits from carburetor, PCV valve, automatic choke, carburetor linkage, throttle body, and distributor shaft. Improves drivability by removing deposits that cause rough idle, stalling, and loss of acceleration. Available in a variety of sizes to accommodate any job. Catalytic converter and oxygen sensor-safe.",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/08/berryman-chemtool-b12-1.jpg,,,,,,,,,
5051,S-CMP-EZDOZ,sup,cmp,variable,"BERRYMAN EZ Doz-It Penetrating Oil","Berryman is the best!","Exceptional penetrating lubricant that immediately begins loosening rusted, corroded, and seized nuts, bolts, and other parts for easy removal. Cuts through grease, oil, gum, and varnish quickly to penetrate and dissolve rust and lubricate frozen parts fast. Removes light corrosion to restore component functionality.",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/11/berryman-ezdozit-penetrating-oil.jpg,,,,,,,,,
7669,S-CMP-ECS,sup,cmp,variable,"Electrical Coating - Scotchkote","Fast-drying liquid sealant designed to improve the weather resistance of taped splices.","3M Scotchkote Electrical Coating FD is a fast-drying liquid sealant that is designed to improve the weather resistance of taped splices. Compatible with Scotch Vinyl electrical tapes, this electrical coating is especially useful for sealing vinyl tape applications subjected to excessive amounts of oil. Provides good adhesion to wood, metal, rubber and plastic. Typical tack time is 12 minutes at 72F / 22C. Suitable for direct burial, direct water immersion or above ground applications.
\n<ul class=""a-unordered-list a-vertical a-spacing-mini"">
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Fast-drying electrical coating and sealant for joint sealing protection of vinyl tape applications.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Compatible with Scotch Vinyl electrical tapes. Ideal for applications subjected to excessive oil.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Suitable for direct burial, direct water immersion or above ground applications.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Good adhesion to wood, metal, rubber and plastic in addition to vinyl tape. Flexible when dry.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Typical tack time is 12 minutes at 72F / 22C.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Self-contained applicator; virtually no waste if container is resealed after use.</span></li>
\n</ul>",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/09/scotchcoat.jpg,,,,,,,,,
7238,S-CMP-FRKBR,sup,cmp,variable,"Fiberglass Repair Kit - Bondo Resin","Great for fixing fiberglass tanks.","<ul>
\n 	<li>Resin Repair Kit</li>
\n 	<li>Type Polyester</li>
\n 	<li>Color Brown</li>
\n 	<li>Compatible Surface Materials -  Concrete, Fiberglass, Metal, Wood</li>
\n 	<li>Working Time 8 min</li>
\n 	<li>Full Cure Time 120 min</li>
\n 	<li>Container Size 28.8 fl oz</li>
\n 	<li>Container Type Can</li>
\n 	<li>Includes Hardener</li>
\n 	<li>Two-Part System</li>
\n 	<li>Standards - 29 CFR 1910.1200, OSHA</li>
\n</ul>",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/08/fiberglass-repair-kit-bondo.jpg,,,,,,,,,
7650,S-CMP-GMHT,sup,cmp,variable,"Gasket Maker - Hi Temp","Gasket Maker","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">High temperature performance, adhesion and flexibility.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">OEM Specified, Sensor-safe, low odor, non-corrosive.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Non-flammable, non-toxic.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Can be used as a gasket maker or dressing and meets performance specs of OE silicone gaskets.</span></li>
\n 	<li class=""a-spacing-mini""><span class=""a-list-item"">Withstands up to 650°F (399°C) intermittent.</span></li>
\n</ul>",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2025/09/gasket-maker.jpg,,,,,,,,,
3535,S-CMP-KKWFP,sup,cmp,simple,"Kolor Kut Water Finding Paste",,"3oz Tube
\n
\nDirections for Use: Put a thin film of Kolor Kut on the tape or rod where the level of the water (bottom of tank), alcohols (bottom of tank) or gasoline (upper tank) or liquid (upper tank) is expected. Lower the tape or rod into the tank or drum. Level will appear as a color contrast on the tape or rod. Instantaneous color change in hydrocarbons and acids. Color change in heavy oils will take 10-15 seconds.",12,2,0,0.22,1.25,1.38,6,9,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/05/kolor-kut.jpg,Amazon,4.4917,https://www.amazon.com/Kolor-Kut-KK01-finding-Golden/dp/B01B4SY0YS/ref=sr_1_3?crid=1DQ6Z4IYCOO14&amp;dib=eyJ2IjoiMSJ9.60z7_q6ir10MYSTHXkuTrTSbcVJ4xjE4AOENJ_yRxz-HVT3b-itVULzxXsxqzXAFM-8kOmP51VZeTLy2BreUtBzGO-Ckt-DNccwPlx0p9_sggbYBCdTESbi6R7fKN3t_f-YL1oZObo3l6_PuLpkey85MXzQkBVFlOaR6mGWfzSf2vZ0IZs4mGXwfmih4WRpqwYlQ0_4R45W3S7BQK_6Xn-aTDWd53eclj78lIS8FIT-gLpGFPPKq4ZMhDy4L8zl3xw1BwtZyTcB0rouz3RwRgGz5VA58UPJ8mV65u_pxyrw.i2duzar8nGV1jK7LOrIEYN6rgNDvNwCwn7skvKM2-70&amp;dib_tag=se&amp;keywords=kolor+kut&amp;qid=1753290707&amp;sprefix=kolor+%2Caps%2C154&amp;sr=8-3,Arrow,4.86,0,4A1,12,
5096,S-CMP-KPO,sup,cmp,simple,"Kroil Penetrating Oil","The best penetrating oil.","Kroil Original Penetrating Oil - Aerosol Spray 10oz Can.",2,3,0,0.84,7,2.38,2.35,29,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/11/kroil-penetrating-oil-1.jpg,Amazon,23.16,https://www.amazon.com/Penetrating-Spray-10oz-Penetrant-Corrosion-KS102C/dp/B091PHX1PP/ref=sr_1_1_pp?crid=3R6SJX6E3IR6B&amp;dib=eyJ2IjoiMSJ9.EXg8EHRLunJNzDa5JggwAqrPoyD6oTaE07MQ-vsbXgmLu5lodJCQbQR4XZSL8lDi3L6RrdGyt6_XUqK3mNjHN6g9iPH_t-2aRtskAXqC6hu16K-06okNbmyA8PXWyf470EIat3uicyGNcU3QM6fJ4RypSM79dWZ1X3mAt6vMGIQ3e2O_EdexCaz20szeFOk7V1Su1VXbrsDyy4KImfvJ9eaVsjkvoIgEdYnrD5NC_lPm3lO7MN98KofDevYvNrIFsk2fJaNcz6pF3RiLpgZVmNOjxzLnYBUFUjfm50sFtPg.oKlqFjg7unuRKIugcG7GE4oOCBes2XPJU3lk5EaGoxg&amp;dib_tag=se&amp;keywords=kroil%2Boriginal%2Bpenetrating%2Boil&amp;qid=1753297937&amp;s=industrial&amp;sprefix=kroil%2Cindustrial%2C116&amp;sr=1-1&amp;th=1,Arrow,21.47,0,3A1,12,
9335,S-CMP-RCT,sup,cmp,variable,"Rod Compound - Titanium","Designed specifically for sucker rod thread connections.","Our sucker rod thread compound is made exclusively for sucker rod pins and couplings.  The compound contains lithium greases, aluminum, molybdenum disulfide, graphite &amp; titanium along with other ingredients that assure proper make up  and protection from back-off, gaulding and corrosion to pins and couplings.  Our sucker rod thread compound is designed for lubricating and inhibiting for the pins (a different design and purpose than pipe thread compound – which is design to seize and seal pipe connections).",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2026/02/rod-thread-compound-titanium-trc.webp,,,,,,,,,
5099,S-CMP-SFSPP,sup,cmp,variable,"Starting Fluid - SERVICE PRO Premium","SP5301 is excellent starting fluid.","Service Pro Starting Fluids are formulated for use in diesel or gasoline engines and for use in cars, trucks, tractors, generators, buses, marine engines, outboards or power motors. Service Pro Starting Fluids are scientifically compounded formulas, assuring safe, smooth starting in all weather conditions.
\n<ul>
\n 	<li>Comes in 11oz cans.</li>
\n 	<li>Designed for gasoline engines.</li>
\n</ul>",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/11/service-pro-premium-starting-fluid.jpg,,,,,,,,,
4203,S-CMP-BL2K,sup,cmp,variable,"BESTOLIFE 2000 Copper Thread Compound","An excellent copper based thread compound. Lead-free, zinc-free.","BESTOLIFE® 2000® is a lead-free, zinc-free thread compound for casing, tubing, and line pipe. It is stable in high-pressure and high-temperature conditions. An excellent running compound, 2000® also provides superior protection for long-term storage.",,,0,,,,,,Grouped_Supplies,"https://oilpatchdepot.com/wp-content/uploads/2024/06/bestolife-2000-pail-1.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/06/bestolife-2000-pail-2.jpg",,,,,,,,,
5328,S-CMP-BLMF,sup,cmp,variable,"BESTOLIFE Metal Free Thread Compound","Economical, non-metallic compound for maximum protection.","BESTOLIFE Metal Free is a non-metallic thread compound for API OCTG and BTC. A blend of synthetic and amorphous graphite, PTFE, and other non-metallic additives, Metal Free contains no toxic materials. It delivers galling and thread protection and conforms to API RP 5A3.",,,0,,,,,,Grouped_Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/11/bestolife-metal-free-thread-compound.jpg,,,,,,,,,
5095,S-CMP-NS,sup,cmp,variable,Never-Seez,"High quality thread compound.","Never-Seez NSBT-8 Silver Gray Regular Grade Anti-Seize Compound, 8 fl. oz. Brush Top Can",8,,1,0.75,,,,,Grouped_Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/11/never-seez-regular-grade.jpg,,,,,,,,,
5844,S-CMP-APLD,sup,cmp,variable,"Aluminum Paste Leak Detector","Can be used to find tubing leaks.","Mixed in solution, Flynt Aluminum Paste Leak Detector will help find leaks in your Oil Field drilling and production equipment. Industrial Use Only.",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/12/paint-aluminum-paist-leak-detector-flynt.jpg,,,,,,,,,
4010,S-GRS-AGPL1232,sup,grs,variable,"Almatek® General Purpose Lubricant 1232","The crème de la crème of greases.","This is a versatile grease that offers long-lasting protection. Designed to increase uptime and lower maintenance and lubrications costs. Its distinctive red color shows when fresh lubricant  forces out old material.
\n<ul>
\n 	<li>NLGI 2, lithium complex.</li>
\n 	<li>Dropping point: 350F</li>
\n 	<li>Operating temperature: 0 to 300F</li>
\n 	<li>Protects metal surfaces.</li>
\n 	<li>Extends relubrication intervals.</li>
\n 	<li>Maintains exceptional lubricating
\nqualities at higher temperatures.</li>
\n 	<li>Provides superior rust resistance
\nand oxidation stability.</li>
\n 	<li>Protects against wear and
\ncorrosion without causing
\nextreme fluid friction.</li>
\n 	<li>Reduces risk of misapplication.</li>
\n 	<li><a href=""https://www.lelubricants.com/wp-content/uploads/pdf/flyers/1232%20Product%20Info.pdf"" target=""_blank"" rel=""noopener"">More info.</a></li>
\n</ul>",,,0,,,,,,Supplies,https://oilpatchdepot.com/wp-content/uploads/2024/06/grease-le-1232.jpg,,,,,,,,,
